community_id,community_size,community_flavor,key,title,author,total_degree,out_mentions,in_mentions
5,69,neighborhood,herbert-spencer/the-principles-of-biology,The Principles of Biology,Herbert Spencer,1,0,1
5,69,neighborhood,honore-de-balzac/the-magic-skin,The Magic Skin,Honoré de Balzac,1,0,1
5,69,neighborhood,john-barbour/the-bruce,The Bruce,John Barbour,1,0,1
5,69,neighborhood,john-stuart-mill/principles-of-political-economy,Principles of Political Economy,John Stuart Mill,1,0,1
5,69,neighborhood,joseph-butler/fifteen-sermons,Fifteen Sermons,Joseph Butler,1,0,1
5,69,neighborhood,mary-somerville/physical-geography,Physical Geography,Mary Somerville,1,0,1
5,69,neighborhood,moliere/dom-juan-le-festin-de-pierre,Dom Juan (Le Festin de Pierre),Molière,1,0,1
5,69,neighborhood,robert-browning/in-a-balcony,In a Balcony,Robert Browning,1,0,1
5,69,neighborhood,robert-browning/mr-sludge-the-medium,"Mr. Sludge, ""The Medium""",Robert Browning,1,0,1
5,69,neighborhood,robert-herrick/the-night-piece-to-julia,"The Night-Piece, to Julia",Robert Herrick,1,0,1
5,69,neighborhood,robert-louis-stevenson/the-bottle-imp,The Bottle Imp,Robert Louis Stevenson,1,0,1
5,69,neighborhood,rudyard-kipling/the-galley-slave,The Galley-Slave,Rudyard Kipling,1,0,1
5,69,neighborhood,thomas-campbell/hohenlinden,Hohenlinden,Thomas Campbell,1,0,1
5,69,neighborhood,tirso-de-molina/el-burlador-de-sevilla,El Burlador de Sevilla,Tirso de Molina,1,0,1
5,69,neighborhood,tobias-smollett/the-adventures-of-peregrine-pickle,The Adventures of Peregrine Pickle,Tobias Smollett,1,0,1
5,69,neighborhood,walter-scott/redgauntlet,Redgauntlet,Walter Scott,1,0,1
5,69,neighborhood,washington-irving/the-alhambra,The Alhambra,Washington Irving,1,0,1
5,69,neighborhood,william-shakespeare/henry-iv-part-2,"Henry IV, Part 2",William Shakespeare,1,0,1
5,69,neighborhood,william-shakespeare/henry-viii,Henry VIII,William Shakespeare,1,0,1
6,60,fan-out,miguel-de-cervantes/don-quixote,Don Quixote,Miguel de Cervantes,65,41,24
6,60,fan-out,arthur-conan-doyle/micah-clarke,Micah Clarke,Arthur Conan Doyle,8,8,0
6,60,fan-out,alexandre-dumas/twenty-years-after,Twenty Years After,Alexandre Dumas,5,5,0
6,60,fan-out,alexandre-dumas/the-three-musketeers,The Three Musketeers,Alexandre Dumas,3,1,2
6,60,fan-out,edmond-rostand/cyrano-de-bergerac,Cyrano de Bergerac,Edmond Rostand,2,2,0
6,60,fan-out,julius-caesar/commentaries-on-the-gallic-war,Commentaries on the Gallic War,Julius Caesar,2,0,2
6,60,fan-out,leo-tolstoy/the-cossacks,The Cossacks,Leo Tolstoy,2,2,0
6,60,fan-out,madeleine-de-scudery/artamene-ou-le-grand-cyrus,"Artamène, ou le Grand Cyrus",Madeleine de Scudéry,2,0,2
6,60,fan-out,alonso-de-ercilla/la-araucana,La Araucana,Alonso de Ercilla,1,0,1
6,60,fan-out,anonymous/don-cirongilio-of-thrace,Don Cirongilio of Thrace,Anonymous,1,0,1
6,60,fan-out,anonymous/faithful-contendings,Faithful Contendings,Anonymous,1,0,1
6,60,fan-out,anonymous/felixmarte-of-hircania,Felixmarte of Hircania,Anonymous,1,0,1
6,60,fan-out,anonymous/lazarillo-de-tormes,Lazarillo de Tormes,Anonymous,1,0,1
6,60,fan-out,anonymous/light-of-the-soul,Light of the Soul,Anonymous,1,0,1
6,60,fan-out,anonymous/nymphs-and-shepherds-of-henares,Nymphs and Shepherds of Henares,Anonymous,1,0,1
6,60,fan-out,anonymous/palmerin-de-oliva,Palmerín de Oliva,Anonymous,1,0,1
6,60,fan-out,anonymous/poem-of-the-cid,Poem of the Cid,Anonymous,1,0,1
6,60,fan-out,anonymous/spirit-cordial,Spirit Cordial,Anonymous,1,0,1
6,60,fan-out,anonymous/tablante-de-ricamonte,Tablante de Ricamonte,Anonymous,1,0,1
6,60,fan-out,anonymous/the-carolea,The Carolea,Anonymous,1,0,1
6,60,fan-out,anonymous/the-cortes-of-death,The Cortes of Death,Anonymous,1,0,1
6,60,fan-out,anonymous/the-enlightenment-of-jealousy,The Enlightenment of Jealousy,Anonymous,1,0,1
6,60,fan-out,anonymous/the-friendly-fair-foe,The Friendly Fair Foe,Anonymous,1,0,1
6,60,fan-out,anonymous/the-knight-of-the-cross,The Knight of the Cross,Anonymous,1,0,1
6,60,fan-out,anonymous/the-knight-platir,The Knight Platir,Anonymous,1,0,1
6,60,fan-out,anonymous/the-lion-of-spain,The Lion of Spain,Anonymous,1,0,1
6,60,fan-out,anonymous/the-merchant-lover,The Merchant Lover,Anonymous,1,0,1
6,60,fan-out,anonymous/the-mirror-of-chivalry,The Mirror of Chivalry,Anonymous,1,0,1
6,60,fan-out,antonio-de-lofraso/fortune-of-love,Fortune of Love,Antonio de Lofraso,1,0,1
6,60,fan-out,antonio-de-torquemada/don-olivante-de-laura,Don Olivante de Laura,Antonio de Torquemada,1,0,1
6,60,fan-out,antonio-de-torquemada/the-garden-of-flowers,The Garden of Flowers,Antonio de Torquemada,1,0,1
6,60,fan-out,balthazar-baro/la-clorise,La Clorise,Balthazar Baro,1,0,1
6,60,fan-out,battista-guarini/il-pastor-fido,Il Pastor Fido,Battista Guarini,1,0,1
6,60,fan-out,cristobal-de-virues/el-monserrate,El Monserrate,Cristóbal de Virués,1,0,1
6,60,fan-out,garci-rodriguez-de-montalvo/amadis-of-gaul,Amadis of Gaul,Garci Rodríguez de Montalvo,1,0,1
6,60,fan-out,george-eliot/the-lifted-veil,The Lifted Veil,George Eliot,1,1,0
6,60,fan-out,heliodorus/theagenes-and-chariclea,Theagenes and Chariclea,Heliodorus,1,0,1
6,60,fan-out,henry-james/the-spoils-of-poynton,The Spoils of Poynton,Henry James,1,1,0
6,60,fan-out,jorge-de-montemayor/diana,Diana,Jorge de Montemayor,1,0,1
6,60,fan-out,joseph-alleine/an-alarm-to-the-unconverted,An Alarm to the Unconverted,Joseph Alleine,1,0,1
6,60,fan-out,juan-rufo/la-austriada,La Austriada,Juan Rufo,1,0,1
6,60,fan-out,lope-de-vega/the-ingratitude-revenged,The Ingratitude Revenged,Lope de Vega,1,0,1
6,60,fan-out,lopez-maldonado/cancionero,Cancionero,López Maldonado,1,0,1
6,60,fan-out,ludovico-ariosto/orlando-furioso,Orlando Furioso,Ludovico Ariosto,1,0,1
6,60,fan-out,luigi-tansillo/tears-of-saint-peter,Tears of Saint Peter,Luigi Tansillo,1,0,1
6,60,fan-out,luis-de-avila/the-deeds-of-the-emperor,The Deeds of the Emperor,Luis de Ávila,1,0,1
6,60,fan-out,lupercio-leonardo-de-argensola/alexandra,Alexandra,Lupercio Leonardo de Argensola,1,0,1
6,60,fan-out,lupercio-leonardo-de-argensola/isabella,Isabella,Lupercio Leonardo de Argensola,1,0,1
6,60,fan-out,lupercio-leonardo-de-argensola/phyllis,Phyllis,Lupercio Leonardo de Argensola,1,0,1
6,60,fan-out,madeleine-de-scudery/clelie,Clélie,Madeleine de Scudéry,1,0,1
6,60,fan-out,miguel-de-cervantes/el-trato-de-argel,El Trato de Argel,Miguel de Cervantes,1,0,1
6,60,fan-out,miguel-de-cervantes/la-galatea,La Galatea,Miguel de Cervantes,1,0,1
6,60,fan-out,miguel-de-cervantes/la-numancia,La Numancia,Miguel de Cervantes,1,0,1
6,60,fan-out,miguel-de-cervantes/rinconete-and-cortadillo,Rinconete and Cortadillo,Miguel de Cervantes,1,0,1
6,60,fan-out,miguel-de-cervantes/the-labours-of-persiles-and-sigismunda,The Labours of Persiles and Sigismunda,Miguel de Cervantes,1,0,1
6,60,fan-out,patrick-lamb/the-complete-court-cook,The Complete Court-Cook,Patrick Lamb,1,0,1
6,60,fan-out,pierino-belli/de-re-militari,De Re Militari,Pierino Belli,1,0,1
6,60,fan-out,richard-baxter/sermons,Sermons,Richard Baxter,1,0,1
6,60,fan-out,richard-johnson/the-seven-champions-of-christendom,The Seven Champions of Christendom,Richard Johnson,1,0,1
6,60,fan-out,torquato-tasso/aminta,Aminta,Torquato Tasso,1,0,1
7,53,mixed,adam-smith/the-wealth-of-nations,The Wealth of Nations,Adam Smith,21,20,1
7,53,mixed,alexis-de-tocqueville/democracy-in-america,Democracy in America,Alexis de Tocqueville,19,19,0
7,53,mixed,mary-wollstonecraft/a-vindication-of-the-rights-of-woman,A Vindication of the Rights of Woman,Mary Wollstonecraft,9,9,0
7,53,mixed,thomas-paine/the-rights-of-man,The Rights of Man,Thomas Paine,4,4,0
7,53,mixed,edmund-burke/reflections-on-the-revolution-in-france,Reflections on the Revolution in France,Edmund Burke,3,0,3
7,53,mixed,thomas-day/the-history-of-sandford-and-merton,The History of Sandford and Merton,Thomas Day,2,0,2
7,53,mixed,thomas-hutchinson/the-history-of-the-colony-and-province-of-massachusetts-bay,The History of the Colony and Province of Massachusetts Bay,Thomas Hutchinson,2,0,2
7,53,mixed,adam-anderson/an-historical-and-chronological-deduction-of-the-origin-of-commerce,An Historical and Chronological Deduction of the Origin of Commerce,Adam Anderson,1,0,1
7,53,mixed,adam-smith/the-theory-of-moral-sentiments,The Theory of Moral Sentiments,Adam Smith,1,0,1
7,53,mixed,alexander-hamilton-james-madison-and-john-jay/the-federalist,The Federalist,"Alexander Hamilton, James Madison, and John Jay",1,0,1
7,53,mixed,anonymous/essai-sur-la-police-generale-des-grains-essay-on-the-policy-of-grain,Essai sur la police generale des grains (Essay on the Policy of Grain),Anonymous,1,0,1
7,53,mixed,anonymous/memoires-upon-the-impositions-in-france,Memoires upon the Impositions in France,Anonymous,1,0,1
7,53,mixed,anonymous/new-haven-antiquities,New Haven Antiquities,Anonymous,1,0,1
7,53,mixed,antoine-simon-le-page-du-pratz/histoire-de-la-louisiane,Histoire de la Louisiane,Antoine-Simon Le Page du Pratz,1,0,1
7,53,mixed,c-f-volney/tableau-du-climat-et-du-sol-des-etats-unis-d-amerique,Tableau du climat et du sol des Etats-Unis d'Amerique,C.-F. Volney,1,0,1
7,53,mixed,charles-smith/three-tracts-on-the-corn-trade-and-corn-laws,Three Tracts on the Corn-Trade and Corn-Laws,Charles Smith,1,0,1
7,53,mixed,david-bailie-warden/description-of-the-united-states,Description of the United States,David Bailie Warden,1,0,1
7,53,mixed,david-hume/political-discourses,Political Discourses,David Hume,1,0,1
7,53,mixed,gouverneur-emerson/medical-statistics,Medical Statistics,Gouverneur Emerson,1,0,1
7,53,mixed,isaac-goodwin/the-town-officer,The Town Officer,Isaac Goodwin,1,0,1
7,53,mixed,jacques-necker/essai-sur-la-legislation-et-le-commerce-des-grains,Essai sur la legislation et le commerce des grains,Jacques Necker,1,0,1
7,53,mixed,james-adair/the-history-of-the-american-indians,The History of the American Indians,James Adair,1,0,1
7,53,mixed,james-anderson/diplomata-scotiae,Diplomata Scotiae,James Anderson,1,0,1
7,53,mixed,james-boswell/the-life-of-samuel-johnson,The Life of Samuel Johnson,James Boswell,1,0,1
7,53,mixed,james-hervey/meditations-and-contemplations,Meditations and Contemplations,James Hervey,1,0,1
7,53,mixed,james-kent/commentaries-on-american-law,Commentaries on American Law,James Kent,1,0,1
7,53,mixed,james-postlethwayt/the-history-of-the-public-revenue-of-the-british-empire,The History of the Public Revenue of the British Empire,James Postlethwayt,1,0,1
7,53,mixed,james-tyrrell/the-general-history-of-england,The General History of England,James Tyrrell,1,0,1
7,53,mixed,jerome-k-jerome/three-men-in-a-boat,Three Men in a Boat,Jerome K. Jerome,1,1,0
7,53,mixed,john-gregory/a-father-s-legacy-to-his-daughters,A Father's Legacy to His Daughters,John Gregory,1,0,1
7,53,mixed,john-law/money-and-trade-considered-with-a-proposal-for-supplying-the-nation-with-money,"Money and Trade Considered, with a Proposal for Supplying the Nation with Money",John Law,1,0,1
7,53,mixed,john-marshall/the-life-of-george-washington,The Life of George Washington,John Marshall,1,0,1
7,53,mixed,john-sinclair/the-history-of-the-public-revenue-of-the-british-empire,The History of the Public Revenue of the British Empire,John Sinclair,1,0,1
7,53,mixed,john-smith/memoirs-of-wool,Memoirs of Wool,John Smith,1,0,1
7,53,mixed,mercier-de-la-riviere/l-ordre-naturel-et-essentiel-des-societes-politiques-the-natural-and-essential-order-of-political-societies,L'Ordre naturel et essentiel des societes politiques (The Natural and Essential Order of Political Societies),Mercier de la Riviere,1,0,1
7,53,mixed,nathaniel-morton/new-england-s-memorial,New England's Memorial,Nathaniel Morton,1,0,1
7,53,mixed,pierre-francois-xavier-de-charlevoix/histoire-et-description-generale-de-la-nouvelle-france,Histoire et description generale de la Nouvelle France,Pierre Francois Xavier de Charlevoix,1,0,1
7,53,mixed,richard-burn/the-history-of-the-poor-laws,The History of the Poor Laws,Richard Burn,1,0,1
7,53,mixed,robert-beverley/the-history-and-present-state-of-virginia,The History and Present State of Virginia,Robert Beverley,1,0,1
7,53,mixed,robert-brady/an-historical-treatise-of-cities-and-boroughs,An Historical Treatise of Cities and Boroughs,Robert Brady,1,0,1
7,53,mixed,thomas-birch/the-life-of-henry-prince-of-wales,"The Life of Henry, Prince of Wales",Thomas Birch,1,0,1
7,53,mixed,thomas-jefferson/memoirs-of-thomas-jefferson,Memoirs of Thomas Jefferson,Thomas Jefferson,1,0,1
7,53,mixed,thomas-jefferson/notes-on-the-state-of-virginia,Notes on the State of Virginia,Thomas Jefferson,1,0,1
7,53,mixed,thomas-madox/firma-burgi,Firma Burgi,Thomas Madox,1,0,1
7,53,mixed,thomas-madox/the-history-of-the-exchequer,The History of the Exchequer,Thomas Madox,1,0,1
7,53,mixed,thomas-mun/england-s-treasure-in-foreign-trade,England's Treasure in Foreign Trade,Thomas Mun,1,0,1
7,53,mixed,thomas-paine/a-letter-to-the-abbe-raynal,A Letter to the Abbe Raynal,Thomas Paine,1,0,1
7,53,mixed,thomas-sergeant/constitutional-law,Constitutional Law,Thomas Sergeant,1,0,1
7,53,mixed,timothy-pitkin/a-political-and-civil-history-of-the-united-states-of-america,A Political and Civil History of the United States of America,Timothy Pitkin,1,0,1
7,53,mixed,vicesimus-knox/essays-moral-and-literary,Essays Moral and Literary,Vicesimus Knox,1,0,1
7,53,mixed,william-darby/view-of-the-united-states,View of the United States,William Darby,1,0,1
7,53,mixed,william-godwin/an-enquiry-concerning-political-justice,An Enquiry Concerning Political Justice,William Godwin,1,0,1
7,53,mixed,william-lowndes/an-essay-for-the-amendment-of-the-silver-coins,An Essay for the Amendment of the Silver Coins,William Lowndes,1,0,1
8,53,fan-out,dale-carnegie-j-berg-esenwein/the-art-of-public-speaking,The Art of Public Speaking,Dale Carnegie & J. Berg Esenwein,60,60,0
8,53,fan-out,jane-austen/mansfield-park,Mansfield Park,Jane Austen,3,3,0
8,53,fan-out,william-shakespeare/the-merry-wives-of-windsor,The Merry Wives of Windsor,William Shakespeare,3,0,3
8,53,fan-out,asa-gray/how-plants-grow,How Plants Grow,Asa Gray,2,0,2
8,53,fan-out,charles-dickens/barnaby-rudge,Barnaby Rudge,Charles Dickens,2,2,0
8,53,fan-out,william-cowper/the-task,The Task,William Cowper,2,0,2
8,53,fan-out,alexander-pope/the-moral-essays,The Moral Essays,Alexander Pope,1,0,1
8,53,fan-out,alexander-pope/windsor-forest,Windsor Forest,Alexander Pope,1,0,1
8,53,fan-out,alfred-tennyson/lady-clara-vere-de-vere,Lady Clara Vere de Vere,Alfred Tennyson,1,0,1
8,53,fan-out,barry-cornwall/the-sea,The Sea,Barry Cornwall,1,0,1
8,53,fan-out,charles-dickens/martin-chuzzlewit,Martin Chuzzlewit,Charles Dickens,1,0,1
8,53,fan-out,charles-sears-baldwin/writing-and-speaking,Writing and Speaking,Charles Sears Baldwin,1,0,1
8,53,fan-out,daniel-putnam/psychology,Psychology,Daniel Putnam,1,0,1
8,53,fan-out,edmondo-de-amicis/college-friends,College Friends,Edmondo De Amicis,1,0,1
8,53,fan-out,elizabeth-inchbald/lovers-vows,Lovers' Vows,Elizabeth Inchbald,1,0,1
8,53,fan-out,fitz-greene-halleck/marco-bozzaris,Marco Bozzaris,Fitz-Greene Halleck,1,0,1
8,53,fan-out,francis-bacon/civil-and-moral-discourse,Civil and Moral Discourse,Francis Bacon,1,0,1
8,53,fan-out,frank-cramer/talk-to-students-on-the-art-of-study,Talk to Students on the Art of Study,Frank Cramer,1,0,1
8,53,fan-out,george-crabbe/tales,Tales,George Crabbe,1,0,1
8,53,fan-out,george-gordon-byron/hints-from-horace,Hints from Horace,George Gordon Byron,1,0,1
8,53,fan-out,george-jacob-holyoake/public-speaking-and-debate,Public Speaking and Debate,George Jacob Holyoake,1,0,1
8,53,fan-out,george-saintsbury/miscellaneous-essays,Miscellaneous Essays,George Saintsbury,1,0,1
8,53,fan-out,gerald-stanley-lee/crowds,Crowds,Gerald Stanley Lee,1,0,1
8,53,fan-out,henry-wadsworth-longfellow/christus,Christus,Henry Wadsworth Longfellow,1,0,1
8,53,fan-out,hesiod/works-and-days,Works and Days,Hesiod,1,0,1
8,53,fan-out,isaac-disraeli/literary-character,Literary Character,Isaac Disraeli,1,0,1
8,53,fan-out,isaac-disraeli/literary-character-of-men-of-genius,Literary Character of Men of Genius,Isaac Disraeli,1,0,1
8,53,fan-out,j-b-moore/digest-of-international-law,Digest of International Law,J. B. Moore,1,0,1
8,53,fan-out,john-addison/the-tattler,The Tattler,John Addison,1,0,1
8,53,fan-out,john-franklin-genung/the-working-principles-of-rhetoric,The Working Principles of Rhetoric,John Franklin Genung,1,0,1
8,53,fan-out,john-milton/l-allegro,L'Allegro,John Milton,1,0,1
8,53,fan-out,joseph-berg-esenwein/how-to-attract-and-hold-an-audience-a-popular-treatise-on-the-nature-preparation-and-delivery-of-public-discourse,"How to Attract and Hold an Audience: A Popular Treatise on the Nature, Preparation, and Delivery of Public Discourse",Joseph Berg Esenwein,1,0,1
8,53,fan-out,lafcadio-hearn/chinese-ghosts,Chinese Ghosts,Lafcadio Hearn,1,0,1
8,53,fan-out,nathan-c-schaeffer/thinking-and-learning-to-think,Thinking and Learning to Think,Nathan C. Schaeffer,1,0,1
8,53,fan-out,nathan-sheppard/before-an-audience,Before an Audience,Nathan Sheppard,1,0,1
8,53,fan-out,oliver-goldsmith/the-deserted-village,The Deserted Village,Oliver Goldsmith,1,0,1
8,53,fan-out,philip-dormer-stanhope-earl-of-chesterfield/letters-to-his-son,Letters to His Son,"Philip Dormer Stanhope, Earl of Chesterfield",1,0,1
8,53,fan-out,pierre-loti/an-iceland-fisherman,An Iceland Fisherman,Pierre Loti,1,0,1
8,53,fan-out,ralph-waldo-emerson/eloquence,Eloquence,Ralph Waldo Emerson,1,0,1
8,53,fan-out,ralph-waldo-emerson/essays-circles,Essays: Circles,Ralph Waldo Emerson,1,0,1
8,53,fan-out,ralph-waldo-emerson/nature,Nature,Ralph Waldo Emerson,1,0,1
8,53,fan-out,robert-burns/holy-fair,Holy Fair,Robert Burns,1,0,1
8,53,fan-out,robert-louis-stevenson/a-child-s-garden-of-verses,A Child's Garden of Verses,Robert Louis Stevenson,1,0,1
8,53,fan-out,robert-louis-stevenson/a-gossip-on-romance,A Gossip on Romance,Robert Louis Stevenson,1,0,1
8,53,fan-out,robert-louis-stevenson/essays,Essays,Robert Louis Stevenson,1,0,1
8,53,fan-out,robert-louis-stevenson/travels-with-a-donkey,Travels with a Donkey,Robert Louis Stevenson,1,0,1
8,53,fan-out,russel-h-conwell/acres-of-diamond,Acres of Diamond,Russel H. Conwell,1,0,1
8,53,fan-out,samuel-rogers/pleasures-of-memory,Pleasures of Memory,Samuel Rogers,1,0,1
8,53,fan-out,thomas-carlyle/on-history,On History,Thomas Carlyle,1,0,1
8,53,fan-out,thomas-henry-huxley/lay-sermons,Lay Sermons,Thomas Henry Huxley,1,0,1
8,53,fan-out,walter-bagehot/literary-studies,Literary Studies,Walter Bagehot,1,0,1
8,53,fan-out,wendel-phillips/toussant-l-ouverture,Toussant l'Ouverture,Wendel Phillips,1,0,1
8,53,fan-out,william-ernest-henley/invictus,Invictus,William Ernest Henley,1,0,1
9,52,neighborhood,stendhal/the-charterhouse-of-parma,The Charterhouse of Parma,Stendhal,18,17,1
9,52,neighborhood,haruki-murakami/hard-boiled-wonderland-and-the-end-of-the-world,Hard Boiled Wonderland and the End of the World,Haruki Murakami,14,14,0
9,52,neighborhood,fyodor-dostoevsky/the-idiot,The Idiot,Fyodor Dostoevsky,6,6,0
9,52,neighborhood,voltaire/candide,Candide,Voltaire,6,2,4
9,52,neighborhood,fyodor-dostoevsky/the-brothers-karamazov,The Brothers Karamazov,Fyodor Dostoevsky,5,4,1
9,52,neighborhood,gustave-flaubert/madame-bovary,Madame Bovary,Gustave Flaubert,5,4,1
9,52,neighborhood,leo-tolstoy/the-kingdom-of-god-is-within-you,The Kingdom of God Is Within You,Leo Tolstoy,5,5,0
9,52,neighborhood,alain-rene-lesage/gil-blas,Gil Blas,Alain-René Lesage,4,0,4
9,52,neighborhood,bernardin-de-saint-pierre/paul-and-virginia,Paul and Virginia,Bernardin de Saint-Pierre,4,0,4
9,52,neighborhood,oscar-wilde/the-picture-of-dorian-gray,The Picture of Dorian Gray,Oscar Wilde,4,4,0
9,52,neighborhood,victor-hugo/notre-dame-de-paris,Notre Dame de Paris,Victor Hugo,4,0,4
9,52,neighborhood,charles-dickens/little-dorrit,Little Dorrit,Charles Dickens,3,2,1
9,52,neighborhood,nathaniel-hawthorne/the-house-of-the-seven-gables,The House of the Seven Gables,Nathaniel Hawthorne,3,3,0
9,52,neighborhood,abbe-prevost/manon-lescaut,Manon Lescaut,Abbé Prévost,2,0,2
9,52,neighborhood,alexander-pope/the-rape-of-the-lock,The Rape of the Lock,Alexander Pope,2,0,2
9,52,neighborhood,anthony-trollope/barchester-towers,Barchester Towers,Anthony Trollope,2,2,0
9,52,neighborhood,nikolai-gogol/dead-souls,Dead Souls,Nikolai Gogol,2,0,2
9,52,neighborhood,albert-camus/l-entranger,L'Entranger,Albert Camus,1,0,1
9,52,neighborhood,alexander-pushkin/the-poor-knight,The Poor Knight,Alexander Pushkin,1,0,1
9,52,neighborhood,alexandre-dumas-fils/la-dame-aux-camelias,La Dame aux Camelias,Alexandre Dumas fils,1,0,1
9,52,neighborhood,alexandre-dumas/la-tour-de-nesle,La Tour de Nesle,Alexandre Dumas,1,0,1
9,52,neighborhood,arthur-conan-doyle/lost-world,Lost World,Arthur Conan Doyle,1,0,1
9,52,neighborhood,bernardin-de-saint-pierre/la-chaumiere-indienne,La Chaumière indienne,Bernardin de Saint-Pierre,1,0,1
9,52,neighborhood,blaise-pascal/les-provinciales,Les Provinciales,Blaise Pascal,1,0,1
9,52,neighborhood,carlo-goldoni/la-locandiera,La Locandiera,Carlo Goldoni,1,0,1
9,52,neighborhood,charles-a-reich/the-greening-of-america,The Greening of America,Charles A Reich,1,0,1
9,52,neighborhood,daniel-musser/non-resistance-asserted,Non-resistance Asserted,Daniel Musser,1,0,1
9,52,neighborhood,evariste-de-parny/la-guerre-des-dieux,La Guerre des Dieux,Evariste de Parny,1,0,1
9,52,neighborhood,francois-de-la-rochefoucauld/maximes,Maximes,François de La Rochefoucauld,1,0,1
9,52,neighborhood,friedrich-schiller/the-robbers,The Robbers,Friedrich Schiller,1,0,1
9,52,neighborhood,honore-de-balzac/les-chouans,Les Chouans,Honoré de Balzac,1,0,1
9,52,neighborhood,honore-de-balzac/un-prince-de-la-boheme,Un Prince de la Bohème,Honoré de Balzac,1,0,1
9,52,neighborhood,honore-de-balzac/z-marcas,Z. Marcas,Honoré de Balzac,1,0,1
9,52,neighborhood,ivan-krylov/the-lion-and-the-ass,The Lion and the Ass,Ivan Krylov,1,0,1
9,52,neighborhood,ivan-turgenev/rudin,Rudin,Ivan Turgenev,1,0,1
9,52,neighborhood,ivan-turgenev/spring-torrents,Spring Torrents,Ivan Turgenev,1,0,1
9,52,neighborhood,jean-jacques-rousseau/profession-de-foi-du-vicaire-savoyard,Profession de foi du vicaire savoyard,Jean-Jacques Rousseau,1,0,1
9,52,neighborhood,john-dryden/dryden-s-miscellanies,Dryden's Miscellanies,John Dryden,1,0,1
9,52,neighborhood,jonathan-dymond/on-war,On War,Jonathan Dymond,1,0,1
9,52,neighborhood,jorge-luis-borges/book-of-imaginary-beings,Book of Imaginary Beings,Jorge Luis Borges,1,0,1
9,52,neighborhood,joris-karl-huysmans/a-rebours,À Rebours,Joris-Karl Huysmans,1,0,1
9,52,neighborhood,l-frank-baum/the-wizard-of-oz,The Wizard of Oz,L Frank Baum,1,0,1
9,52,neighborhood,montesquieu/considerations-sur-les-causes-de-la-grandeur-des-romains-et-de-leur-decadence,Considérations sur les causes de la grandeur des Romains et de leur décadence,Montesquieu,1,0,1
9,52,neighborhood,norman-and-jeanne-mackenzie/time-traveler,Time Traveler,Norman and Jeanne MacKenzie,1,0,1
9,52,neighborhood,petr-chelcicky/the-net-of-faith,The Net of Faith,Petr Chelčický,1,0,1
9,52,neighborhood,petronius/the-satyricon,The Satyricon,Petronius,1,0,1
9,52,neighborhood,stendhal/the-red-and-the-black,The Red and the Black,Stendhal,1,0,1
9,52,neighborhood,theophile-gautier/emaux-et-camees,Émaux et Camées,Théophile Gautier,1,0,1
9,52,neighborhood,thomas-corneille/le-comte-d-essex,Le Comte d'Essex,Thomas Corneille,1,0,1
9,52,neighborhood,voltaire/dialogue-de-sylla-et-d-eucrate,Dialogue de Sylla et d'Eucrate,Voltaire,1,0,1
9,52,neighborhood,w-somerset-maugham/the-razor-s-edge,The Razor's Edge,W. Somerset Maugham,1,0,1
9,52,neighborhood,xavier-de-maistre/le-lepreux-de-la-vallee-d-aoste,Le Lépreux de la vallée d'Aoste,Xavier de Maistre,1,0,1
10,52,fan-out,william-james/the-varieties-of-religious-experience,The Varieties of Religious Experience,William James,54,54,0
10,52,fan-out,alexander-campbell-fraser/essays-in-philosophy,Essays in Philosophy,Alexander Campbell Fraser,1,0,1
10,52,fan-out,alfred-binet/alterations-of-personality,Alterations of Personality,Alfred Binet,1,0,1
10,52,fan-out,angelus-silesius/cherubinischer-wandersmann,Cherubinischer Wandersmann,Angelus Silesius,1,0,1
10,52,fan-out,annie-payson-call/as-a-matter-of-course,As a Matter of Course,Annie Payson Call,1,0,1
10,52,fan-out,anonymous/cautionary-verses-for-children,Cautionary Verses for Children,Anonymous,1,0,1
10,52,fan-out,anonymous/oahspe-a-new-bible,Oahspe: A New Bible,Anonymous,1,0,1
10,52,fan-out,anonymous/tennyson-s-trances-and-the-anaesthetic-revelation,Tennyson's Trances and the Anaesthetic Revelation,Anonymous,1,0,1
10,52,fan-out,anonymous/zertoulem-s-wisdom-of-the-ages,Zertoulem's Wisdom of the Ages,Anonymous,1,0,1
10,52,fan-out,augustus-clissold/the-prophetic-spirit-in-genius-and-madness,The Prophetic Spirit in Genius and Madness,Augustus Clissold,1,0,1
10,52,fan-out,bishop-of-ripon/in-answer-to-prayer,In Answer to Prayer,Bishop of Ripon,1,0,1
10,52,fan-out,borden-parker-bowne/the-atonement,The Atonement,Borden Parker Bowne,1,0,1
10,52,fan-out,borden-parker-bowne/the-christian-revelation,The Christian Revelation,Borden Parker Bowne,1,0,1
10,52,fan-out,edward-arber/an-english-garner,An English Garner,Edward Arber,1,0,1
10,52,fan-out,etienne-vacherot/la-religion,La Religion,Etienne Vacherot,1,0,1
10,52,fan-out,f-w-bourne/the-king-s-son-a-memoir-of-billy-bray,The King's Son: A Memoir of Billy Bray,F. W. Bourne,1,0,1
10,52,fan-out,furneaux-jordan/character-in-birth-and-parentage,Character in Birth and Parentage,Furneaux Jordan,1,0,1
10,52,fan-out,george-mueller/the-life-of-trust,The Life of Trust,George Mueller,1,0,1
10,52,fan-out,gertrude-of-helfta/revelations,Revelations,Gertrude of Helfta,1,0,1
