community_id,community_size,community_flavor,key,title,author,total_degree,out_mentions,in_mentions
2,81,neighborhood,jean-jacques-rousseau/confessions,Confessions,Jean-Jacques Rousseau,2,0,2
2,81,neighborhood,rudyard-kipling/plain-tales-from-the-hills,Plain Tales from the Hills,Rudyard Kipling,2,2,0
2,81,neighborhood,tobias-smollett/peregrine-pickle,Peregrine Pickle,Tobias Smollett,2,0,2
2,81,neighborhood,tobias-smollett/roderick-random,Roderick Random,Tobias Smollett,2,0,2
2,81,neighborhood,william-shakespeare/the-winter-s-tale,The Winter's Tale,William Shakespeare,2,0,2
2,81,neighborhood,alexander-pushkin/eugene-onegin,Eugene Onegin,Alexander Pushkin,1,0,1
2,81,neighborhood,alexander-von-humboldt/fragments-de-geologie-et-de-climatologie-asiatiques,Fragments de geologie et de climatologie asiatiques,Alexander von Humboldt,1,0,1
2,81,neighborhood,alexander-von-humboldt/personal-narrative-of-travels-to-the-equinoctial-regions-of-the-new-continent,Personal Narrative of Travels to the Equinoctial Regions of the New Continent,Alexander von Humboldt,1,0,1
2,81,neighborhood,alexander-von-humboldt/political-essay-on-the-kingdom-of-new-spain,Political Essay on the Kingdom of New Spain,Alexander von Humboldt,1,0,1
2,81,neighborhood,algernon-charles-swinburne/poems-and-ballads,Poems and Ballads,Algernon Charles Swinburne,1,0,1
2,81,neighborhood,algernon-charles-swinburne/queen-rosamond,Queen Rosamond,Algernon Charles Swinburne,1,0,1
2,81,neighborhood,anthony-trollope/can-you-forgive-her,Can You Forgive Her?,Anthony Trollope,1,1,0
2,81,neighborhood,baroness-tautphoeus/the-initials,The Initials,Baroness Tautphoeus,1,0,1
2,81,neighborhood,bolton-hall/three-acres-and-liberty,Three Acres and Liberty,Bolton Hall,1,0,1
2,81,neighborhood,bronson-howard/shenandoah,Shenandoah,Bronson Howard,1,0,1
2,81,neighborhood,charles-dickens/hard-times,Hard Times,Charles Dickens,1,1,0
2,81,neighborhood,charles-greville/the-greville-memoirs,The Greville Memoirs,Charles Greville,1,0,1
2,81,neighborhood,charles-lyell/principles-of-geology,Principles of Geology,Charles Lyell,1,0,1
2,81,neighborhood,charles-lyell/the-geological-evidences-of-the-antiquity-of-man,The Geological Evidences of the Antiquity of Man,Charles Lyell,1,0,1
2,81,neighborhood,edward-bulwer-lytton/paul-clifford,Paul Clifford,Edward Bulwer-Lytton,1,0,1
2,81,neighborhood,edward-j-wickson/california-fruits-and-how-to-grow-them,California Fruits and How to Grow Them,Edward J. Wickson,1,0,1
2,81,neighborhood,edward-j-wickson/california-vegetables,California Vegetables,Edward J. Wickson,1,0,1
2,81,neighborhood,ella-sterling-mighels/the-story-of-the-files-a-review-of-californian-writers-and-literature,The Story of the Files: A Review of Californian Writers and Literature,Ella Sterling Mighels,1,0,1
2,81,neighborhood,esaias-tegner/frithiof-s-saga,Frithiof's Saga,Esaias Tegnér,1,0,1
2,81,neighborhood,felix-de-azara/voyages-dans-l-amerique-meridionale,Voyages dans l'Amerique meridionale,Felix de Azara,1,0,1
2,81,neighborhood,georges-cuvier/recherches-sur-les-ossemens-fossiles,Recherches sur les Ossemens Fossiles,Georges Cuvier,1,0,1
2,81,neighborhood,giuseppe-garibaldi/autobiography,Autobiography,Giuseppe Garibaldi,1,0,1
2,81,neighborhood,henry-adams/a-letter-to-american-teachers-of-history,A Letter to American Teachers of History,Henry Adams,1,0,1
2,81,neighborhood,henry-adams/the-new-york-gold-conspiracy,The New York Gold Conspiracy,Henry Adams,1,0,1
2,81,neighborhood,henry-wadsworth-longfellow/the-golden-legend,The Golden Legend,Henry Wadsworth Longfellow,1,0,1
2,81,neighborhood,henry-wadsworth-longfellow/the-spanish-student,The Spanish Student,Henry Wadsworth Longfellow,1,0,1
2,81,neighborhood,j-b-stallo/concepts-of-modern-physics,Concepts of Modern Physics,J. B. Stallo,1,0,1
2,81,neighborhood,james-fenimore-cooper/the-pilot,The Pilot,James Fenimore Cooper,1,0,1
2,81,neighborhood,james-fenimore-cooper/the-red-rover,The Red Rover,James Fenimore Cooper,1,0,1
2,81,neighborhood,james-russell-lowell/the-biglow-papers,The Biglow Papers,James Russell Lowell,1,0,1
2,81,neighborhood,johann-wolfgang-von-goethe/erlking,Erlking,Johann Wolfgang von Goethe,1,0,1
2,81,neighborhood,john-adams-and-daniel-leonard/novanglus-and-massachusettensis,Novanglus and Massachusettensis,John Adams and Daniel Leonard,1,0,1
2,81,neighborhood,john-bulkeley-and-john-cummins/a-faithful-narrative-of-the-loss-of-his-majesty-s-ship-the-wager,A Faithful Narrative of the Loss of His Majesty's Ship the Wager,John Bulkeley and John Cummins,1,0,1
2,81,neighborhood,john-foxe/the-book-of-martyrs,The Book of Martyrs,John Foxe,1,0,1
2,81,neighborhood,john-milton/paradise-regained,Paradise Regained,John Milton,1,0,1
2,81,neighborhood,john-quincy-adams/diary-of-john-quincy-adams,Diary of John Quincy Adams,John Quincy Adams,1,0,1
2,81,neighborhood,john-russell/recollections-and-suggestions,Recollections and Suggestions,John Russell,1,0,1
2,81,neighborhood,john-williams/a-narrative-of-missionary-enterprises-in-the-south-sea-islands,A Narrative of Missionary Enterprises in the South Sea Islands,John Williams,1,0,1
2,81,neighborhood,karl-marx/capital,Capital,Karl Marx,1,0,1
2,81,neighborhood,karl-pearson/the-grammar-of-science,The Grammar of Science,Karl Pearson,1,0,1
2,81,neighborhood,martin-dobrizhoffer/an-account-of-the-abipones,An Account of the Abipones,Martin Dobrizhoffer,1,0,1
2,81,neighborhood,nathaniel-ames/mariner-s-sketches,Mariner's Sketches,Nathaniel Ames,1,0,1
2,81,neighborhood,otto-von-kotzebue/a-new-voyage-round-the-world,A New Voyage Round the World,Otto von Kotzebue,1,0,1
2,81,neighborhood,peter-kropotkin/fields-factories-and-workshops,"Fields, Factories and Workshops",Peter Kropotkin,1,0,1
2,81,neighborhood,phillip-parker-king/narrative-of-a-survey-of-the-intertropical-and-western-coasts-of-australia,Narrative of a Survey of the Intertropical and Western Coasts of Australia,Phillip Parker King,1,0,1
2,81,neighborhood,r-m-ballantyne/erling-the-bold,Erling the Bold,R. M. Ballantyne,1,0,1
2,81,neighborhood,robert-kerr/a-general-history-and-collection-of-voyages-and-travels,A General History and Collection of Voyages and Travels,Robert Kerr,1,0,1
2,81,neighborhood,thomas-de-quincey/confessions-of-an-english-opium-eater,Confessions of an English Opium Eater,Thomas De Quincey,1,0,1
2,81,neighborhood,thomas-malory/le-morte-d-arthur,Le Morte d'Arthur,Thomas Malory,1,0,1
2,81,neighborhood,thomas-mayne-reid/afloat-in-the-forest,Afloat in the Forest,Thomas Mayne Reid,1,0,1
2,81,neighborhood,torquato-tasso/jerusalem-delivered,Jerusalem Delivered,Torquato Tasso,1,0,1
2,81,neighborhood,virgil/the-georgics,The Georgics,Virgil,1,0,1
2,81,neighborhood,w-h-b-webster/narrative-of-a-voyage-to-the-southern-atlantic-ocean,Narrative of a Voyage to the Southern Atlantic Ocean,W. H. B. Webster,1,0,1
2,81,neighborhood,william-cowper/table-talk,Table Talk,William Cowper,1,0,1
2,81,neighborhood,william-ellis/polynesian-researches,Polynesian Researches,William Ellis,1,0,1
2,81,neighborhood,william-fitzwilliam-owen/narrative-of-voyages-to-explore-the-shores-of-africa-arabia-and-madagascar,"Narrative of Voyages to Explore the Shores of Africa, Arabia, and Madagascar",William FitzWilliam Owen,1,0,1
2,81,neighborhood,william-godwin/mandeville-a-romance,"Mandeville, a Romance",William Godwin,1,0,1
2,81,neighborhood,william-scoresby/an-account-of-the-arctic-regions,An Account of the Arctic Regions,William Scoresby,1,0,1
2,81,neighborhood,william-shakespeare/henry-iv-part-i,"Henry IV, Part I",William Shakespeare,1,0,1
3,75,fan-out,helen-keller/the-story-of-my-life,The Story of My Life,Helen Keller,68,68,0
3,75,fan-out,charles-kingsley/westward-ho,Westward Ho!,Charles Kingsley,20,20,0
3,75,fan-out,erskine-childers/the-riddle-of-the-sands,The Riddle of the Sands,Erskine Childers,5,5,0
3,75,fan-out,jean-de-la-fontaine/fables,Fables,Jean de La Fontaine,3,0,3
3,75,fan-out,robert-burton/the-anatomy-of-melancholy,The Anatomy of Melancholy,Robert Burton,3,0,3
3,75,fan-out,alfred-tennyson/in-memoriam,In Memoriam,Alfred Tennyson,2,0,2
3,75,fan-out,dinah-maria-mulock-craik/king-arthur,King Arthur,Dinah Maria Mulock Craik,2,0,2
3,75,fan-out,e-nesbit/the-story-of-the-treasure-seekers,The Story of the Treasure Seekers,E. Nesbit,2,2,0
3,75,fan-out,frances-hodgson-burnett/little-lord-fauntleroy,Little Lord Fauntleroy,Frances Hodgson Burnett,2,1,1
3,75,fan-out,horace-walpole/the-castle-of-otranto,The Castle of Otranto,Horace Walpole,2,1,1
3,75,fan-out,john-milton/areopagitica,Areopagitica,John Milton,2,1,1
3,75,fan-out,mark-twain/the-prince-and-the-pauper,The Prince and the Pauper,Mark Twain,2,1,1
3,75,fan-out,robert-louis-stevenson/treasure-island,Treasure Island,Robert Louis Stevenson,2,0,2
3,75,fan-out,rudyard-kipling/the-jungle-book,The Jungle Book,Rudyard Kipling,2,0,2
3,75,fan-out,william-shakespeare/the-tempest,The Tempest,William Shakespeare,2,0,2
3,75,fan-out,alfred-tennyson/enoch-arden,Enoch Arden,Alfred Tennyson,1,0,1
3,75,fan-out,alfred-thayer-mahan/the-influence-of-sea-power-upon-history,The Influence of Sea Power upon History,Alfred Thayer Mahan,1,0,1
3,75,fan-out,anna-sewell/black-beauty,Black Beauty,Anna Sewell,1,0,1
3,75,fan-out,anonymous/a-boy-i-knew,A Boy I Knew,Anonymous,1,0,1
3,75,fan-out,anonymous/king-of-no-land,King of No-land,Anonymous,1,0,1
3,75,fan-out,anonymous/little-jakey,Little Jakey,Anonymous,1,0,1
3,75,fan-out,anonymous/our-world,Our World,Anonymous,1,0,1
3,75,fan-out,anonymous/palamon-and-arcite,Palamon and Arcite,Anonymous,1,0,1
3,75,fan-out,anonymous/the-history-of-the-nine-worthies,The History of the Nine Worthies,Anonymous,1,0,1
3,75,fan-out,anonymous/theologia-germanica,Theologia Germanica,Anonymous,1,0,1
3,75,fan-out,antonio-galvao/the-discoveries-of-the-world,The Discoveries of the World,Antonio Galvão,1,0,1
3,75,fan-out,aristotle/de-mundo,De Mundo,Aristotle,1,0,1
3,75,fan-out,arthur-conan-doyle/sherlock-holmes,Sherlock Holmes,Arthur Conan Doyle,1,0,1
3,75,fan-out,bartolome-de-las-casas/history-of-the-west-indies,History of the West Indies,Bartolomé de las Casas,1,0,1
3,75,fan-out,bartolome-de-las-casas/the-cruelties-of-the-spaniards,The Cruelties of the Spaniards,Bartolomé de las Casas,1,0,1
3,75,fan-out,charles-dickens/a-child-s-history-of-england,A Child's History of England,Charles Dickens,1,0,1
3,75,fan-out,charles-dickens/american-notes,American Notes,Charles Dickens,1,0,1
3,75,fan-out,charles-dickens/the-mystery-of-edwin-drood,The Mystery of Edwin Drood,Charles Dickens,1,1,0
3,75,fan-out,charles-kingsley/the-heroes-greek-heroes,The Heroes (Greek Heroes),Charles Kingsley,1,0,1
3,75,fan-out,edmund-spenser/a-view-of-the-state-of-ireland,A View of the State of Ireland,Edmund Spenser,1,0,1
3,75,fan-out,edward-a-freeman/history-of-europe,History of Europe,Edward A. Freeman,1,0,1
3,75,fan-out,ephraim-emerton/an-introduction-to-the-study-of-the-middle-ages,An Introduction to the Study of the Middle Ages,Ephraim Emerton,1,0,1
3,75,fan-out,ernest-thompson-seton/wild-animals-i-have-known,Wild Animals I Have Known,Ernest Thompson Seton,1,0,1
3,75,fan-out,frank-cowper/sailing-tours,Sailing Tours,Frank Cowper,1,0,1
3,75,fan-out,friedrich-schiller/wilhelm-tell,Wilhelm Tell,Friedrich Schiller,1,0,1
3,75,fan-out,gotthold-ephraim-lessing/minna-von-barnhelm,Minna von Barnhelm,Gotthold Ephraim Lessing,1,0,1
3,75,fan-out,gotthold-ephraim-lessing/nathan-the-wise,Nathan the Wise,Gotthold Ephraim Lessing,1,0,1
3,75,fan-out,h-g-wells/the-war-of-the-worlds,The War of the Worlds,H. G. Wells,1,1,0
3,75,fan-out,hans-christian-andersen/andersen-s-fairy-tales,Andersen's Fairy Tales,Hans Christian Andersen,1,0,1
3,75,fan-out,heinrich-heine/die-harzreise,Die Harzreise,Heinrich Heine,1,0,1
3,75,fan-out,honore-de-balzac/eugenie-grandet,Eugénie Grandet,Honoré de Balzac,1,1,0
3,75,fan-out,horace-walpole/anecdotes-of-painting-in-england,Anecdotes of Painting in England,Horace Walpole,1,0,1
3,75,fan-out,jean-racine/athalie,Athalie,Jean Racine,1,0,1
3,75,fan-out,johanna-spyri/heidi,Heidi,Johanna Spyri,1,0,1
3,75,fan-out,john-foxe/actes-and-monuments-foxe-s-book-of-martyrs,Actes and Monuments (Foxe's Book of Martyrs),John Foxe,1,0,1
3,75,fan-out,john-greenleaf-whittier/in-school-days,In School Days,John Greenleaf Whittier,1,0,1
3,75,fan-out,john-greenleaf-whittier/laus-deo,Laus Deo,John Greenleaf Whittier,1,0,1
3,75,fan-out,john-greenleaf-whittier/my-playmate,My Playmate,John Greenleaf Whittier,1,0,1
3,75,fan-out,john-jewel/an-apology-of-the-church-of-england,An Apology of the Church of England,John Jewel,1,0,1
3,75,fan-out,john-richard-green/a-short-history-of-the-english-people,A Short History of the English People,John Richard Green,1,0,1
3,75,fan-out,kate-douglas-wiggin/patsy,Patsy,Kate Douglas Wiggin,1,0,1
3,75,fan-out,kate-douglas-wiggin/the-birds-christmas-carol,The Birds' Christmas Carol,Kate Douglas Wiggin,1,0,1
3,75,fan-out,livy/history-of-rome-ab-urbe-condita,History of Rome (Ab Urbe Condita),Livy,1,0,1
3,75,fan-out,margaret-t-canby/birdie-and-his-fairy-friends,Birdie and His Fairy Friends,Margaret T. Canby,1,0,1
3,75,fan-out,margaret-t-canby/the-frost-fairies,The Frost Fairies,Margaret T. Canby,1,0,1
3,75,fan-out,margaret-t-canby/the-rose-fairies,The Rose Fairies,Margaret T. Canby,1,0,1
3,75,fan-out,moliere/le-medecin-malgre-lui,Le Medecin Malgre Lui,Moliere,1,0,1
3,75,fan-out,moliere/les-femmes-savantes,Les Femmes Savantes,Moliere,1,0,1
3,75,fan-out,nathaniel-hawthorne/wonder-book,Wonder Book,Nathaniel Hawthorne,1,0,1
3,75,fan-out,oliver-wendell-holmes/the-chambered-nautilus,The Chambered Nautilus,Oliver Wendell Holmes,1,0,1
3,75,fan-out,philip-sidney/arcadia,Arcadia,Philip Sidney,1,0,1
3,75,fan-out,pierre-corneille/horace,Horace,Pierre Corneille,1,0,1
3,75,fan-out,r-t-mcmullen/down-channel,Down Channel,R. T. McMullen,1,0,1
3,75,fan-out,richard-head/the-english-rogue,The English Rogue,Richard Head,1,0,1
3,75,fan-out,robert-louis-stevenson/new-arabian-nights,New Arabian Nights,Robert Louis Stevenson,1,0,1
3,75,fan-out,rudyard-kipling/dreaming-true,Dreaming True,Rudyard Kipling,1,0,1
3,75,fan-out,w-g-wills/king-charles-the-first,King Charles the First,W. G. Wills,1,0,1
3,75,fan-out,william-h-prescott/history-of-the-conquest-of-mexico,History of the Conquest of Mexico,William H. Prescott,1,0,1
3,75,fan-out,william-h-prescott/history-of-the-conquest-of-peru,History of the Conquest of Peru,William H. Prescott,1,0,1
3,75,fan-out,william-harrison-ainsworth/the-tower-of-london,The Tower of London,William Harrison Ainsworth,1,0,1
4,73,neighborhood,lytton-strachey/eminent-victorians,Eminent Victorians,Lytton Strachey,15,15,0
4,73,neighborhood,g-k-chesterton/orthodoxy,Orthodoxy,G. K. Chesterton,13,13,0
4,73,neighborhood,louisa-may-alcott/eight-cousins,Eight Cousins,Louisa May Alcott,13,13,0
4,73,neighborhood,edgar-lee-masters/spoon-river-anthology,Spoon River Anthology,Edgar Lee Masters,10,10,0
4,73,neighborhood,henry-david-thoreau/walden,Walden,Henry David Thoreau,10,9,1
4,73,neighborhood,charles-kingsley/the-water-babies,The Water-Babies,Charles Kingsley,8,7,1
4,73,neighborhood,kurt-vonnegut/breakfast-of-champions,Breakfast of Champions,Kurt Vonnegut,6,6,0
4,73,neighborhood,lewis-carroll/alice-s-adventures-in-wonderland,Alice's Adventures in Wonderland,Lewis Carroll,5,0,5
4,73,neighborhood,wilkie-collins/the-law-and-the-lady,The Law and the Lady,Wilkie Collins,5,5,0
4,73,neighborhood,homer/the-iliad,The Iliad,Homer,4,0,4
4,73,neighborhood,anonymous/cinderella,Cinderella,Anonymous,3,0,3
4,73,neighborhood,anonymous/sleeping-beauty,Sleeping Beauty,Anonymous,3,0,3
4,73,neighborhood,francis-bacon/essays,Essays,Francis Bacon,3,0,3
4,73,neighborhood,george-macdonald/at-the-back-of-the-north-wind,At the Back of the North Wind,George MacDonald,3,3,0
4,73,neighborhood,henry-james/the-princess-casamassima,The Princess Casamassima,Henry James,3,3,0
4,73,neighborhood,aristophanes/the-clouds,The Clouds,Aristophanes,2,1,1
4,73,neighborhood,ernest-renan/vie-de-jesus,Vie de Jesus,Ernest Renan,2,0,2
4,73,neighborhood,isaac-watts/the-improvement-of-the-mind,The Improvement of the Mind,Isaac Watts,2,0,2
4,73,neighborhood,jeanne-marie-leprince-de-beaumont/beauty-and-the-beast,Beauty and the Beast,Jeanne-Marie Leprince de Beaumont,2,0,2
4,73,neighborhood,plato/dialogues,Dialogues,Plato,2,0,2
4,73,neighborhood,tobias-smollett/the-history-of-england,The History of England,Tobias Smollett,2,0,2
4,73,neighborhood,toni-morrison/song-of-solomon,Song of Solomon,Toni Morrison,2,2,0
4,73,neighborhood,walt-whitman/leaves-of-grass,Leaves of Grass,Walt Whitman,2,1,1
4,73,neighborhood,alfred-tennyson/tears-idle-tears,"Tears, Idle Tears",Alfred Tennyson,1,0,1
4,73,neighborhood,alphonse-daudet/contes-de-daudet,Contes de Daudet,Alphonse Daudet,1,0,1
4,73,neighborhood,anatole-france/vie-de-jeanne-d-arc,Vie de Jeanne d'Arc,Anatole France,1,0,1
4,73,neighborhood,anonymous/advent-sermons-on-antichrist,Advent Sermons on Antichrist,Anonymous,1,0,1
4,73,neighborhood,anonymous/babes-in-the-wood,Babes in the Wood,Anonymous,1,0,1
4,73,neighborhood,anonymous/jack-and-the-beanstalk,Jack and the Beanstalk,Anonymous,1,0,1
4,73,neighborhood,anonymous/jack-the-giant-killer,Jack the Giant Killer,Anonymous,1,0,1
4,73,neighborhood,anonymous/regeneration,Regeneration,Anonymous,1,0,1
4,73,neighborhood,anonymous/souvenirs-de-la-marquise-de-crequi,Souvenirs de la Marquise de Créqui,Anonymous,1,0,1
4,73,neighborhood,anonymous/the-gypsy-s-child,The Gypsy's Child,Anonymous,1,0,1
4,73,neighborhood,anonymous/the-loves-of-the-triangles,The Loves of the Triangles,Anonymous,1,0,1
4,73,neighborhood,anonymous/tracts-for-the-times,Tracts for the Times,Anonymous,1,0,1
4,73,neighborhood,basil-valentine/triumph-of-antimony,Triumph of Antimony,Basil Valentine,1,0,1
4,73,neighborhood,benvenuto-cellini/memoirs-of-benvenuto-cellini,Memoirs of Benvenuto Cellini,Benvenuto Cellini,1,0,1
4,73,neighborhood,cato-the-elder/de-re-rustica,De Re Rustica,Cato the Elder,1,0,1
4,73,neighborhood,charles-dickens/a-tale-of-two-cities,A Tale of Two Cities,Charles Dickens,1,0,1
4,73,neighborhood,charles-george-gordon/journals-of-major-gen-c-g-gordon-at-kartoum,Journals of Major-Gen. C.G. Gordon at Kartoum,Charles George Gordon,1,0,1
4,73,neighborhood,charles-perrault/puss-in-boots,Puss in Boots,Charles Perrault,1,0,1
4,73,neighborhood,constantin-francois-de-volney/the-ruins,The Ruins,Constantin-François de Volney,1,0,1
4,73,neighborhood,david-friedrich-strauss/das-leben-jesu,Das Leben Jesu,David Friedrich Strauss,1,0,1
4,73,neighborhood,edward-johnson/wonder-working-providence,Wonder-Working Providence,Edward Johnson,1,0,1
4,73,neighborhood,florence-nightingale/notes-on-nursing,Notes on Nursing,Florence Nightingale,1,0,1
4,73,neighborhood,frederick-marryat/peter-simple,Peter Simple,Frederick Marryat,1,0,1
4,73,neighborhood,g-k-chesterton/heretics,Heretics,G. K. Chesterton,1,0,1
4,73,neighborhood,g-k-chesterton/the-man-who-was-thursday,The Man Who Was Thursday,G. K. Chesterton,1,1,0
4,73,neighborhood,george-macdonald/ranald-bannerman-s-boyhood,Ranald Bannerman's Boyhood,George MacDonald,1,0,1
4,73,neighborhood,h-g-wells/doubts-of-the-instrument,Doubts of the Instrument,H. G. Wells,1,0,1
4,73,neighborhood,heinrich-kramer/malleus-maleficarum,Malleus Maleficarum,Heinrich Kramer,1,0,1
4,73,neighborhood,henry-morley/palissy-the-potter,"Palissy, the Potter",Henry Morley,1,0,1
4,73,neighborhood,henry-wadsworth-longfellow/evangeline,Evangeline,Henry Wadsworth Longfellow,1,0,1
4,73,neighborhood,henry-wood/east-lynne,East Lynne,Henry Wood,1,0,1
4,73,neighborhood,jacob-and-wilhelm-grimm/grimm-s-fairy-tales,Grimm's Fairy Tales,Jacob and Wilhelm Grimm,1,0,1
4,73,neighborhood,james-hogg/kilmeny,Kilmeny,James Hogg,1,0,1
4,73,neighborhood,johannes-nider/formicarius,Formicarius,Johannes Nider,1,0,1
4,73,neighborhood,john-milton/poems,Poems,John Milton,1,0,1
4,73,neighborhood,john-ogilvie/imperial-dictionary,Imperial Dictionary,John Ogilvie,1,0,1
4,73,neighborhood,kalidasa/shakuntala,Shakuntala,Kalidasa,1,0,1
4,73,neighborhood,matthew-arnold/the-forsaken-merman,The Forsaken Merman,Matthew Arnold,1,0,1
4,73,neighborhood,pearl-s-buck/the-good-earth,The Good Earth,Pearl S Buck,1,0,1
4,73,neighborhood,percy-bysshe-shelley/prometheus-unbound,Prometheus Unbound,Percy Bysshe Shelley,1,0,1
4,73,neighborhood,robert-browning/men-and-women,Men and Women,Robert Browning,1,0,1
4,73,neighborhood,saadi/gulistan,Gulistan,Saadi,1,0,1
4,73,neighborhood,samuel-clarke/scripture-promises,Scripture Promises,Samuel Clarke,1,0,1
4,73,neighborhood,silvio-pellico/my-prisons,My Prisons,Silvio Pellico,1,0,1
4,73,neighborhood,simonides/the-shearing-of-the-ram,The Shearing of the Ram,Simonides,1,0,1
4,73,neighborhood,thomas-hughes/tom-brown-s-school-days,Tom Brown's School Days,Thomas Hughes,1,0,1
4,73,neighborhood,thomas-hughes/tom-brown-s-schooldays,Tom Brown's Schooldays,Thomas Hughes,1,0,1
4,73,neighborhood,thomas-scott/a-commentary-on-the-whole-bible,A Commentary on the Whole Bible,Thomas Scott,1,0,1
4,73,neighborhood,ulysses-s-grant/personal-memoirs-of-ulysses-s-grant,Personal Memoirs of Ulysses S. Grant,Ulysses S. Grant,1,0,1
4,73,neighborhood,william-wordsworth/ode-to-duty,Ode to Duty,William Wordsworth,1,0,1
5,69,neighborhood,george-bernard-shaw/man-and-superman,Man and Superman,George Bernard Shaw,14,14,0
5,69,neighborhood,h-g-wells/love-and-mr-lewisham,Love and Mr Lewisham,H. G. Wells,13,13,0
5,69,neighborhood,jack-london/martin-eden,Martin Eden,Jack London,13,12,1
5,69,neighborhood,george-du-maurier/trilby,Trilby,George du Maurier,7,7,0
5,69,neighborhood,jack-london/john-barleycorn,John Barleycorn,Jack London,7,7,0
5,69,neighborhood,olive-schreiner/the-story-of-an-african-farm,The Story of an African Farm,Olive Schreiner,6,6,0
5,69,neighborhood,thomas-carlyle/sartor-resartus,Sartor Resartus,Thomas Carlyle,6,0,6
5,69,neighborhood,walter-scott/quentin-durward,Quentin Durward,Walter Scott,6,4,2
5,69,neighborhood,aristotle/the-nicomachean-ethics,The Nicomachean Ethics,Aristotle,5,5,0
5,69,neighborhood,jack-london/the-sea-wolf,The Sea-Wolf,Jack London,5,5,0
5,69,neighborhood,ralph-waldo-emerson/essays,Essays,Ralph Waldo Emerson,4,0,4
5,69,neighborhood,charles-darwin/on-the-origin-of-species,On the Origin of Species,Charles Darwin,3,0,3
5,69,neighborhood,charles-dickens/nicholas-nickleby,Nicholas Nickleby,Charles Dickens,3,1,2
5,69,neighborhood,charles-dickens/oliver-twist,Oliver Twist,Charles Dickens,3,0,3
5,69,neighborhood,henry-james/the-europeans,The Europeans,Henry James,3,3,0
5,69,neighborhood,herbert-spencer/first-principles,First Principles,Herbert Spencer,3,0,3
5,69,neighborhood,jack-london/the-people-of-the-abyss,The People of the Abyss,Jack London,3,3,0
5,69,neighborhood,joseph-butler/the-analogy-of-religion,The Analogy of Religion,Joseph Butler,3,0,3
5,69,neighborhood,samuel-taylor-coleridge/the-rime-of-the-ancient-mariner,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,3,0,3
5,69,neighborhood,thomas-hardy/desperate-remedies,Desperate Remedies,Thomas Hardy,3,3,0
5,69,neighborhood,alfred-tennyson/the-princess,The Princess,Alfred Tennyson,2,0,2
5,69,neighborhood,edward-bellamy/looking-backward,Looking Backward,Edward Bellamy,2,1,1
5,69,neighborhood,elizabeth-gaskell/mary-barton,Mary Barton,Elizabeth Gaskell,2,2,0
5,69,neighborhood,henry-george/progress-and-poverty,Progress and Poverty,Henry George,2,0,2
5,69,neighborhood,herbert-spencer/the-principles-of-psychology,The Principles of Psychology,Herbert Spencer,2,0,2
5,69,neighborhood,james-thomson/the-city-of-dreadful-night,The City of Dreadful Night,James Thomson,2,0,2
5,69,neighborhood,john-greenleaf-whittier/snow-bound,Snow-Bound,John Greenleaf Whittier,2,0,2
5,69,neighborhood,robert-browning/the-statue-and-the-bust,The Statue and the Bust,Robert Browning,2,0,2
5,69,neighborhood,rudyard-kipling/the-light-that-failed,The Light That Failed,Rudyard Kipling,2,2,0
5,69,neighborhood,thomas-bulfinch/the-age-of-fable,The Age of Fable,Thomas Bulfinch,2,0,2
5,69,neighborhood,albert-schaffle/the-quintessence-of-socialism,The Quintessence of Socialism,Albert Schäffle,1,0,1
5,69,neighborhood,alfred-tennyson/the-cup,The Cup,Alfred Tennyson,1,0,1
5,69,neighborhood,anonymous/elementary-physiology,Elementary Physiology,Anonymous,1,0,1
5,69,neighborhood,anonymous/everyman,Everyman,Anonymous,1,0,1
5,69,neighborhood,anonymous/the-squire-of-low-degree,The Squire of Low Degree,Anonymous,1,0,1
5,69,neighborhood,aristotle/rhetoric,Rhetoric,Aristotle,1,0,1
5,69,neighborhood,arthur-morrison/a-child-of-the-jago,A Child of the Jago,Arthur Morrison,1,0,1
5,69,neighborhood,arthur-schopenhauer/the-world-as-will-and-representation,The World as Will and Representation,Arthur Schopenhauer,1,0,1
5,69,neighborhood,august-bebel/woman-under-socialism,Woman under Socialism,August Bebel,1,0,1
5,69,neighborhood,c-w-saleeby/the-cycle-of-life,The Cycle of Life,C. W. Saleeby,1,0,1
5,69,neighborhood,charles-dickens/the-chimes,The Chimes,Charles Dickens,1,0,1
5,69,neighborhood,charles-letourneau/the-evolution-of-marriage,The Evolution of Marriage,Charles Letourneau,1,0,1
5,69,neighborhood,dante-gabriel-rossetti/the-blessed-damozel,The Blessed Damozel,Dante Gabriel Rossetti,1,0,1
5,69,neighborhood,edward-bellamy/dr-heidenhoff-s-process,Dr. Heidenhoff's Process,Edward Bellamy,1,0,1
5,69,neighborhood,euripides/alcmaeon,Alcmaeon,Euripides,1,0,1
5,69,neighborhood,george-bernard-shaw/socialism-for-millionaires,Socialism for Millionaires,George Bernard Shaw,1,0,1
5,69,neighborhood,george-bernard-shaw/three-plays-for-puritans,Three Plays for Puritans,George Bernard Shaw,1,0,1
5,69,neighborhood,george-eliot/silas-marner,Silas Marner,George Eliot,1,0,1
5,69,neighborhood,helena-blavatsky/the-secret-doctrine,The Secret Doctrine,Helena Blavatsky,1,0,1
5,69,neighborhood,herbert-spencer/an-autobiography,An Autobiography,Herbert Spencer,1,0,1
